Name,hs,dhw,hs_and_dhw,cs,el
B2945,16.299,1.184,17.483,0.0,3.017
B1294,186.23,5.616,191.846,0.0,10.093
B1280,58.651,9.821,68.47200000000001,0.0,20.503
B3497,7.277,0.185,7.462,0.0,1.946
B2951,42.353,5.411,47.764,0.0,8.784
B2789,6.348,0.732,7.08,0.0,2.014
B2979,13.971,1.204,15.175,0.0,2.773
B3326,0.0,0.0,0.0,0.0,0.101
B2038,66.787,9.792,76.57900000000001,0.0,19.493
B1531,13.955,0.985,14.94,0.0,2.062
B1257,3.776,1.003,4.779,0.0,7.272
B3440,0.0,0.0,0.0,0.0,0.098
B2986,23.161,3.39,26.551000000000002,0.0,5.191
B3454,71.544,9.541,81.085,0.0,18.848
B2992,14.312,1.226,15.538,0.0,2.861
B1243,543.391,11.688,555.079,0.0,126.379
B1525,34.784,3.731,38.515,0.0,6.682
B3332,9.082,0.226,9.308000000000002,0.0,2.25
B2004,109.352,1.907,111.259,0.0,5.817
B2762,23.929,3.34,27.269,0.0,5.532
B2776,18.399,1.242,19.641000000000002,0.0,7.673
B2010,34.604,3.634,38.238,0.0,6.159
B1519,16.209,0.953,17.162,0.0,3.371
B1096,17.657,1.003,18.66,0.0,2.376
B3859,31.012,0.998,32.01,0.0,2.433
B3681,41.716,4.929,46.645,0.0,8.789
B1928,23.864,2.47,26.334,0.0,3.652
B3695,9.58,0.972,10.552,0.0,2.408
B1082,15.695,1.216,16.911,0.0,2.778
B3865,44.93,5.612,50.542,0.0,9.931
B1914,36.428,4.965,41.393,0.0,9.715
B1900,9.935,0.221,10.156,0.0,2.242
B3871,36.028,4.745,40.772999999999996,0.0,8.561
B3642,154.199,14.504,168.703,0.0,29.065
B1055,29.344,1.557,30.901,0.0,5.225
B1733,34.774,4.02,38.794,0.0,6.829
B3124,33.098,6.261,39.359,0.0,11.572
B3130,68.424,28.09,96.51400000000001,0.0,21.843
B1727,86.612,4.758,91.36999999999999,0.0,19.5
B1041,52.517,5.025,57.542,0.0,8.942
B4139,49.746,7.359,57.105000000000004,0.0,13.697
B3656,29.599,3.579,33.178,0.0,5.761
B2548,18.041,1.229,19.27,0.0,3.046
B1069,15.053,1.071,16.124000000000002,0.0,2.639
B4111,0.0,0.0,0.0,0.0,0.108
B2560,44.578,5.667,50.245000000000005,0.0,10.323
B2206,75.53,8.53,84.06,0.0,15.709
B3118,66.109,3.643,69.752,0.0,6.32
B2212,0.0,0.0,0.0,0.0,0.076
B4105,1254.264,28.862,1283.126,0.0,350.334
B2574,40.82,5.178,45.998,0.0,8.353
B3093,17.514,1.725,19.239,0.0,2.478
B1684,26.441,1.534,27.974999999999998,0.0,4.526
B1848,73.199,7.991,81.19,0.0,14.879
B1690,41.254,5.956,47.21,0.0,11.949
B2399,16.215,0.372,16.587,0.0,3.907
B3087,16.445,1.704,18.149,0.0,2.255
B3911,78.855,9.578,88.433,0.0,18.368
B1860,23.244,2.374,25.618,0.0,3.624
B1874,306.407,5.318,311.72499999999997,0.0,93.855
B3905,0.0,0.0,0.0,0.0,0.136
B2428,0.0,0.0,0.0,0.0,0.332
B3736,8.303,0.92,9.223,0.0,1.846
B4059,19.717,2.268,21.985,0.0,3.333
B1121,35.213,4.237,39.45,0.0,7.386
B1647,37.737,2.44,40.177,0.0,8.263
B3050,14.766,1.318,16.084,0.0,1.777
B3044,15.454,1.208,16.662,0.0,2.727
B1653,40.781,5.741,46.522,0.0,11.624
B1135,12.165,1.038,13.203,0.0,2.059
B3722,15.154,0.937,16.091,0.0,1.874
B2414,101.763,1.74,103.503,0.0,27.846
B4065,0.0,0.0,0.0,0.0,0.051
B2372,49.905,8.363,58.268,0.0,17.057
B3078,0.0,0.0,0.0,0.0,0.288
B2366,11.436,0.931,12.367,0.0,1.847
B2400,10.21,0.247,10.457,0.0,3.065
B4071,41.663,0.567,42.23,0.0,12.687
B1109,67.807,9.383,77.19,0.0,17.125
B1486,74.823,8.6,83.42299999999999,0.0,15.447
B3291,14.478,0.978,15.456,0.0,2.266
B2831,6.117,0.909,7.026,0.0,2.213
B2825,12.321,1.11,13.431,0.0,2.787
B3285,0.0,0.0,0.0,0.0,0.227
B1492,29.489,3.622,33.111000000000004,0.0,6.148
B2819,13.147,1.106,14.253,0.0,2.768
B3252,40.676,3.961,44.637,0.0,6.603
B1445,15.126,0.983,16.108999999999998,0.0,2.169
B1323,46.032,12.82,58.852,0.0,9.593
B3534,207.167,4.038,211.205,0.0,71.858
B1337,61.448,7.07,68.518,0.0,12.525
B1451,198.855,19.655,218.51,0.0,41.003
B2158,0.0,0.0,0.0,0.0,6.804
B3246,44.224,3.639,47.863,0.0,5.891
B1479,25.83,1.504,27.334,0.0,4.615
B2170,96.718,4.312,101.03,0.0,6.968
B3508,21.1,0.446,21.546000000000003,0.0,6.403
B2616,71.493,3.335,74.82799999999999,0.0,5.427
B2602,50.26,7.974,58.233999999999995,0.0,16.498
B2164,164.126,4.56,168.686,0.0,54.321
B2603,32.295,4.868,37.163000000000004,0.0,9.385
B2165,67.183,7.072,74.25500000000001,0.0,13.135
B2171,53.199,5.878,59.077,0.0,10.158
B1478,14.082,0.974,15.056000000000001,0.0,1.978
B2617,39.608,4.257,43.864999999999995,0.0,7.386
B3509,192.9,3.801,196.701,0.0,64.048
B1336,48.776,5.389,54.165000000000006,0.0,9.344
B3521,0.0,0.0,0.0,0.0,0.217
B3247,54.362,3.678,58.04,0.0,5.83
B2159,1305.388,23.375,1328.763,0.0,283.205
B1450,43.212,5.42,48.632000000000005,0.0,8.945
B1444,18.131,1.229,19.36,0.0,2.93
B3253,73.56,4.058,77.618,0.0,6.55
B3535,0.0,0.0,0.0,0.0,0.705
B1322,593.955,107.825,701.7800000000001,0.0,243.126
B2818,6.054,0.906,6.96,0.0,2.189
B2824,8.393,0.974,9.367,0.0,2.64
B1493,144.929,40.487,185.416,0.0,16.608
B3284,0.0,0.0,0.0,0.0,9.277
B3290,10.436,0.959,11.395,0.0,2.257
B1487,120.259,11.827,132.086,0.0,24.42
B2830,10.0,0.919,10.919,0.0,2.323
B2367,26.164,1.407,27.571,0.0,6.162
B3079,0.0,0.0,0.0,0.0,0.214
B1108,54.546,3.512,58.058,0.0,34.008
B4070,0.0,0.0,0.0,0.0,3.532
B2401,9.401,0.219,9.62,0.0,2.836
B4064,0.0,0.0,0.0,0.0,0.816
B2415,20.319,2.3,22.619,0.0,3.243
B2373,75.632,8.548,84.18,0.0,16.083
B1652,51.747,6.151,57.897999999999996,0.0,10.435
B3045,14.86,1.186,16.046,0.0,2.662
B3723,8.392,0.921,9.312999999999999,0.0,1.861
B1134,28.306,3.899,32.205,0.0,6.438
B1120,1479.319,27.315,1506.634,0.0,329.677
B4058,17.272,2.11,19.381999999999998,0.0,3.094
B3737,8.326,0.921,9.247,0.0,1.856
B2429,191.955,18.515,210.47000000000003,0.0,37.925
B3051,18.798,6.142,24.939999999999998,0.0,4.176
B1646,20.056,1.81,21.866,0.0,3.68
B1875,37.749,0.546,38.295,0.0,11.492
B3904,112.889,3.59,116.479,0.0,29.273
B3910,0.0,0.0,0.0,0.0,0.067
B1861,14.22,0.964,15.184000000000001,0.0,2.007
B3086,0.0,0.0,0.0,0.0,0.188
B2398,43.686,0.789,44.475,0.0,13.596
B1691,51.003,5.794,56.797,0.0,10.466
B1849,24.315,1.471,25.786,0.0,4.204
B1685,23.978,1.268,25.246000000000002,0.0,2.954
B3092,0.0,0.0,0.0,0.0,0.755
B2213,36.459,0.71,37.169000000000004,0.0,10.014
B2575,48.695,6.13,54.825,0.0,10.961
B4104,0.0,20.123,20.123,0.0,8.829
B2561,42.327,5.164,47.491,0.0,9.461
B4110,0.0,0.0,0.0,0.0,0.17
B1068,14.351,1.051,15.402000000000001,0.0,2.443
B3119,30.924,4.025,34.949,0.0,6.825
B2207,118.332,13.616,131.94799999999998,0.0,26.397
B1726,24.961,2.736,27.697,0.0,4.541
B3131,27.947,3.644,31.591,0.0,6.254
B2549,38.379,3.972,42.351,0.0,7.027
B3657,26.064,3.579,29.643,0.0,5.752
B4138,99.222,14.833,114.05499999999999,0.0,29.126
B1040,49.475,5.021,54.496,0.0,8.882
B1054,30.974,1.748,32.722,0.0,5.654
B3643,10.578,1.027,11.604999999999999,0.0,2.527
B3125,44.002,6.842,50.844,0.0,13.045
B1732,39.379,4.716,44.095,0.0,8.297
B1901,113.494,2.165,115.659,0.0,27.585
B3870,41.252,4.872,46.124,0.0,8.539
B3864,0.0,0.0,0.0,0.0,0.076
B1915,34.106,3.935,38.041000000000004,0.0,6.75
B1083,14.362,1.085,15.447,0.0,2.364
B3694,8.288,0.918,9.206,0.0,1.842
B3680,41.267,4.87,46.137,0.0,8.533
B3858,26.987,0.936,27.923,0.0,2.029
B1097,14.208,1.026,15.234,0.0,2.318
B1929,46.583,7.158,53.741,0.0,14.868
B3469,48.776,5.091,53.867000000000004,0.0,9.238
B2777,13.025,1.856,14.881,0.0,1.778
B1518,18.349,2.052,20.401,0.0,2.918
B2011,131.373,3.58,134.953,0.0,25.821
B2005,82.16,2.775,84.935,0.0,4.527
B2763,30.938,4.265,35.202999999999996,0.0,7.248
B1242,485.273,10.526,495.79900000000004,0.0,107.012
B2993,13.965,1.203,15.168,0.0,2.772
B3455,41.94,2.903,44.842999999999996,0.0,4.264
B3333,0.0,0.0,0.0,0.0,0.118
B1524,31.521,2.427,33.948,0.0,5.689
B1530,17.499,1.161,18.66,0.0,2.685
B2039,0.0,0.0,0.0,0.0,0.411
B3327,0.0,0.0,0.0,0.0,0.096
B2987,17.425,1.247,18.672,0.0,3.261
B3441,13.855,1.297,15.152000000000001,0.0,1.671
B1256,288.583,5.991,294.574,0.0,59.436
B2978,0.0,0.0,0.0,0.0,0.109
B2788,9.554,0.744,10.298,0.0,2.134
B2950,33.966,4.252,38.218,0.0,6.522
B3496,459.146,7.184,466.33000000000004,0.0,139.614
B1281,39.364,4.463,43.827,0.0,7.879
B1295,420.866,11.65,432.51599999999996,0.0,48.373
B2944,16.159,1.266,17.424999999999997,0.0,2.973
B1283,58.244,7.1,65.344,0.0,13.412
B3494,1021.049,313.428,1334.4769999999999,0.0,704.307
B2952,28.539,3.856,32.395,0.0,5.93
B3480,14.626,1.347,15.972999999999999,0.0,7.305
B2946,13.057,0.992,14.049,0.0,2.239
B1297,619.107,12.661,631.7679999999999,0.0,138.816
B1526,34.803,3.733,38.535999999999994,0.0,6.692
B3331,0.0,0.0,0.0,0.0,0.367
B2749,97.311,6.598,103.909,0.0,18.417
B3457,307.972,6.969,314.941,0.0,72.185
B2991,13.958,1.203,15.161,0.0,2.77
B1240,30.804,3.354,34.158,0.0,5.388
B1254,31.928,4.875,36.803,0.0,8.327
B3443,0.0,0.0,0.0,0.0,0.264
B2985,23.072,3.265,26.337,0.0,5.198
B3325,0.0,0.0,0.0,0.0,0.069
B1532,15.548,1.02,16.568,0.0,2.394
